Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD
,FG0175,Mixed Pickle(Glass Bottle) |350 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0176,Lemon Pickle(Glass Bottle) |350 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0177,Mango Pickle (Pouch) |60 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0178,Mixed Pickle (Pouch) |60 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0179,Mango Pickle (Pouch) |7 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0180,Mixed Pickle (Pouch) |7 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0181,Imli Pickle (Pouch) |7 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0182,lemon Pickle (Pouch) |7 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0183,Red Chilli (Pouch) |7 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0184,PJ Mango Pickle (JAR) |1000 Gms.,PICKLES,PRABHUJI  BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0185,PJ Mixed Pickle (JAR) |1000 Gms.,PICKLES,PRABHUJI  BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0186,Snacks Sewai |120 Gms.,PASTA & SEWAI,PASTA & SEWAI,,0,N,Y,,Pcs.,Case,,,,,0
,FG0187,Sewai |120 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),PASTA & SEWAI,,0,N,N,,Pcs.,Case,,,,,0
,FG0188,Snacks Sewai |400 Gms.,PASTA & SEWAI,PASTA & SEWAI,,0,N,Y,,Pcs.,Case,,,,,0
,FG0189,Sewai |400 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),PASTA & SEWAI,,0,N,N,,Pcs.,Case,,,,,0
,FG0190,Pasta (Fusilli) |100 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),PASTA & SEWAI,,0,N,N,,Pcs.,Case,,,,,0
,FG0191,Pasta (Penne Pipe) |100 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),PASTA & SEWAI,,0,N,N,,Pcs.,Case,,,,,0
,FG0192,Pasta (Elbow) |100 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),PASTA & SEWAI,,0,N,N,,Pcs.,Case,,,,,0
,FG0193,Snacks Sewai |5000 Gms.,PASTA & SEWAI,PASTA & SEWAI,,0,N,Y,,Pcs.,Case,,,,,0
,FG0194,Sewai |5000 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),PASTA & SEWAI,,0,N,N,,Pcs.,Case,,,,,0
,FG0195,Pasta (Fusilli) |5000 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),PASTA & SEWAI,,0,N,N,,Pcs.,Case,,,,,0
,FG0196,Pasta (Penne Pipe) |5000 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),PASTA & SEWAI,,0,N,N,,Pcs.,Case,,,,,0
,FG0197,Pasta (Elbow) |5000 Gms.,Category H (PICKLES  PAPAD  PASTA & SEWAI PACKS),PASTA & SEWAI,,0,N,N,,Pcs.,Case,,,,,0
,FG0198,Disco Papad (F) |5000 Gms.,PASTA & SEWAI,PASTA & SEWAI,,0,N,Y,,Pcs.,Case,,,,,0
,FG0199,Disco Papad (P.P) |5000 Gms.,PASTA & SEWAI,PASTA & SEWAI,,0,N,Y,,Pcs.,Case,,,,,0
,FG0200,Disco Papad (E) |5000 Gms.,PASTA & SEWAI,PASTA & SEWAI,,0,N,Y,,Pcs.,Case,,,,,0
,FG0201,Soan Papdi( Elaichi) |500 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0202,Soan Papdi( Elaichi) |200 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0203,Soan Papdi( Elaichi) |100 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0204,Soan Papdi ( Kesar ) |500 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0205,Soan Papdi ( Kesar ) |200 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0206,Soan Papdi (Ghee) |500 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0207,Soan Papdi (Ghee) |200 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0208,Soan Papdi (Multi Grain) |500 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0209,Soan Papdi (Multi Grain) |200 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0210,Soan Papdi (Orange) |200 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0211,Soan Papdi (Mango) |200 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0212,Soan Papdi (Chocolate) |200 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0213,Soan Papdi (Strawberry) |200 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0214,Badam Karachi Halwa |200 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0215,Atta Ladoo(12pcs Box) |0 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0216,KUMRA PETHA |500 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0217,Kesar Rajbhog |1000 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0218,Rosogolla |1000 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0219,Gulab Jamun |1000 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0220,Angoori Petha |1000 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0221,Rosogolla |500 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0222,Gulab Jamun |500 Gms.,Category I (PACKED SWEETS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0223,Pj Soan Papdi (Elaichi) |500 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0224,Pj Soan Papdi (Elaichi) |200 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0225,Pj Soan Papdi Round (Cashew) |35 Gms.,Category I (PACKED SWEETS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0226,Pj Soan Papdi Round (Chocolate) |35 Gms.,Category I (PACKED SWEETS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0227,Pj Rosogolla |1000 Gms.,Category I (PACKED SWEETS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0228,Pj Gulab Jamun |1000 Gms.,Category I (PACKED SWEETS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0229,Yummy Mazza Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0230,Bindaaz Mazza Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0231,Mix Mazza Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0232,Namkeen Mazza Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0233,Quick Mazza Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0234,Fundaaz Mazza Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0235,Soan Papdi( Premium) Box |1000 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0236,Sweet & Salty mazza |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0237,Assorted Mazza Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0238,Fantastic four Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0239,Sweetz |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0240,Tea Time snacks Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0241,Bhandan |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0242,Twin Mazza Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0243,Atoot Sneh |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0244,Dry Fruits Mazza Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0245,Elite Box |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0246,Badam Thandai |750 Gms.,Category J (SENSOTIONAL),SYRUPS,,0,N,N,,Pcs.,Case,,,,,0
,FG0247,Kesar Thandai |750 Gms.,Category J (SENSOTIONAL),SYRUPS,,0,N,N,,Pcs.,Case,,,,,0
,FG0248,Syrup Orange |700 Gms.,Category J (SENSOTIONAL),SYRUPS,,0,N,N,,Pcs.,Case,,,,,0
,FG0249,Syrup Khush |700 Gms.,Category J (SENSOTIONAL),SYRUPS,,0,N,N,,Pcs.,Case,,,,,0
,FG0250,Syrup Rose |700 Gms.,Category J (SENSOTIONAL),SYRUPS,,0,N,N,,Pcs.,Case,,,,,0
,FG0251,Mango Panna |700 Gms.,Category J (SENSOTIONAL),SYRUPS,,0,N,N,,Pcs.,Case,,,,,0
,FG0252,Orange Squash |700 Gms.,Category J (SENSOTIONAL),SYRUPS,,0,N,N,,Pcs.,Case,,,,,0
,FG0253,Lemon Squash |700 Gms.,Category J (SENSOTIONAL),SYRUPS,,0,N,N,,Pcs.,Case,,,,,0
,FG0254,LACHHA (MITHA)Pouch |1000 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0255,LACHHA (MITHA)Pouch |500 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0256,LACHHA (MITHA)Pouch |200 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0257,LACHHA Dry Fruit Box (MITHA) |500 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0258,LACHHA MILK (MITHA) Dry fruit Basket |500 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0259,LACHHA MILK (MITHA) Dry fruit Basket |1000 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0260,LACHHA (MITHA) Dry fruit Chhitari |500 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0261,LACHHA (MITHA) Dry fruit Chhitari |1000 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0262,LACHHA MILK (MITHA) Dry fruit Chhitari |500 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0263,LACHHA MILK (MITHA) Dry fruit Chhitari |1000 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0264,Finni Plain (Sweet) (Box) |400 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0265,Finni Milk (Sweet)(Box) |400 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0266,Finni Kesar(Sweet)(Box) |400 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0267,PJ LACHHA (MITHA)Pouch |500 Gms.,(LACHHA PACKS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0268,PJ LACHHA MILK(MITHA)Pouch |500 Gms.,(LACHHA PACKS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0269,PJ LACHHA MILK(MITHA) Bucket |1000 Gms.,(LACHHA PACKS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0270,PJ LACHHA SHAHI (MITHA) Box |500 Gms.,(LACHHA PACKS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0271,Besan Ladoo(12pcs Box) BOGO |336 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0272,Besan Ladoo(6pcs Box) BOGO |168 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0273,Soan Papdi + Besan Laddu (Pouch) BOGO |836 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0274,Bhujia |1000 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0275,Bhujia |400 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0276,Bhujia |150 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0277,Pj Bhujia |400 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0278,Pj Bhujia |200 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0279,Pj Bhujia |150 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0280,All in One |400 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0281,All in One |150 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0282,Chat Patta |400 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0283,Chat Patta |150 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0284,Khasta Mixture |400 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0285,Khatta Mitha |400 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0286,Khatta Mitha |150 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0287,Jhal Chanachur |400 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0288,Jhal Chanachur |150 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0289,Jhal Chanachur |100 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0290,Pj All in One |400 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0291,Pj All in One |200 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0292,Pj All in One |150 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0293,Pj Chatpatta |400 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0294,Pj Chatpatta |200 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0295,Pj Chatpatta |150 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0296,Pj Khatta Mitha |400 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0297,Pj Khatta Mitha |200 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0298,Pj Khatta Mitha |150 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0299,Pj Jhal Chanachur |400 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0300,Pj Jhal Chanachur |200 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0301,Pj Jhal Chanachur |150 Gms.,Category K (SPECIAL OFFER PACKS),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0302,Keshar Laddu |1000 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0303,Keshar Laddu |500 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0304,Keshar Laddu |250 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0305,Pj Keshar Laddu |1000 Gms.,Category L (FRESH SWEETS PACKS),PRABHUJI  BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0306,Pj Keshar Laddu |500 Gms.,Category L (FRESH SWEETS PACKS),PRABHUJI  BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0307,Pj Keshar Laddu |250 Gms.,Category L (FRESH SWEETS PACKS),PRABHUJI  BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0308,Darbesh Ladoo |500 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0309,Ghee Laddu |1000 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0310,Ghee Laddu |500 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0311,Ladoo Elaichi |500 Gms.,Category L (FRESH SWEETS PACKS),(FRESH SWEETS),,0,N,Y,,Pcs.,Case,,,,,0
,FG0312,Ladoo Kanpuri(16pcs Box) |0 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0313,Kaju Barfi * |1000 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0314,Kaju Barfi * |500 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0315,Kaju Barfi * |250 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0316,Kaju Pak (box) |250 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0317,Milk Pista Barfi |300 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0318,Milk Kesar Barfi |300 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0319,Milk Chocolate Bafri |300 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0320,Milk Chocolate Roll |350 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0321,Milk Kalakand |350 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0322,Moti pak |350 Gms.,Category L (FRESH SWEETS PACKS),(FRESH SWEETS),,0,N,Y,,Pcs.,Case,,,,,0
,FG0323,Milk Cake |350 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0324,Balu Shahi |300 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0325,Gujia |370 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0326,Dry Fruits Chandrakala |400 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0327,Dil Khusal |350 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0328,Kaju Roll |350 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0329,Anjeer Barfi |350 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0330,Milk Barfi |250 Gms.,Category L (FRESH SWEETS PACKS),(FRESH SWEETS),,0,N,Y,,Pcs.,Case,,,,,0
,FG0331,Milk Peda |250 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0332,Badam Barfi |500 Gms.,Category L (FRESH PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0333,Khajur Barfi |400 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0334,PJ Nimbu Pudina Pea Nut |150 Gms.,Category E (SNACKS PACKS - Namkeen),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0335,PJ LIME CHILLI PEANUT |150 Gms.,Category E (SNACKS PACKS - Namkeen),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0336,Pj Peanut Chikki Bar |25 Gms.,Category I (PACKED SWEETS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0337,PJ Krispy Munch(Magic Masala),Category 2 (Moving Packs - Rs.10/- Items),PRABHUJI BRAND,,0,N,Y,,Pcs.,Case,,,,,0
,FG0338,Nimbu Shikanji |700 Gms.,Category J ( Seasonal),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0338,KHAJUR BARARI |450 Gms.,Category L (FRESH SWEETS PACKS),(FRESH SWEETS),,0,N,N,,Pcs.,Case,,,,,0
,FG0339,Khajur Safari |1000 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0340,PJ LACHHA (MITHA) 6kg |6000 Gms.,(LACHHA PACKS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0341,PJ LACHHA (MITHA) Bucket |1000 Gms.,(LACHHA PACKS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0342,PJ Resham-e- Lachha (MITHA) Box |500 Gms.,(LACHHA PACKS),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0343,PJ KHAJUR BARFI (POUCH) |200 Gms.,Category L (FRESH SWEETS PACKS),PRABHUJI  BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0344,PJ GULAB KHAJUR BARFI (POUCH) |200 Gms.,Category L (FRESH SWEETS PACKS),PRABHUJI  BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0345,Pj Khajur |250 Gms.,Category L (FRESH SWEETS PACKS),PRABHUJI  BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0346,PJ Nut Cracker's |150 Gms.,Category E (SNACKS PACKS - Namkeen),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0347,PJ Punjabi Tadka |200 Gms.,Category E (SNACKS PACKS - Namkeen),PRABHUJI BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0348,Badam Atta Laddu (12 pcs Box) BOGO |336 Gms.,Category K (SPECIAL OFFER PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0349,Jashn-e-Khaas |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0350,Rishtey |0 Gms.,Category J (SENSOTIONAL),(HAPPY MOMENT BRAND),,0,N,N,,Pcs.,Case,,,,,0
,FG0351,LACHHA MILK (MITHA) Dry fruit Silver Basket |500 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
,FG0352,LACHHA MILK (MITHA) Dry fruit Silver Basket |1000 Gms.,(LACHHA PACKS),HALDIRAM BRAND,,0,N,N,,Pcs.,Case,,,,,0
